ID_Reserva,Sexo,Tipo_Habitacion,Motivo_Viaje,Comentario_Positivo,Comentario_Negativo,Reseña_Completa,Rating
46332,M,Doble Twin (2 camas),DEPORTIVO,el personal fue muy amable,el precio era algo elevado para lo que ofrece,El personal fue muy amable. El precio era algo elevado para lo que ofrece.,4
8038,M,Doble (1 cama),DEPORTIVO,la recepcion fue muy cordial,,La recepcion fue muy cordial. Lo recomiendo.,4
13803,F,Doble Twin (2 camas),SALUD,buena experiencia en general lo recomiendo,habia mucho ruido en la noche,"Buena experiencia en general lo recomiendo, eso si habia mucho ruido en la noche.",5
58290,M,Doble Twin (2 camas),PERSONAL,,el cuarto era muy pequeño,Pues El cuarto era muy pequeño.,2
31427,M,Doble (1 cama),NEGOCIO,,,esperaba mas la verdad.,4
10963,M,Triple,NEGOCIO,la ubicación es muy buenaa,la limpieza podria mejorar,La ubicación es muy buenaa. La limpieza podria mejorar.,4
45642,F,Triple,DEPORTIVO,las camas eran cómodas,había mucho ruido en la noche y la atención pudo ser mejor,Las camas eran cómodas. igual había mucho ruido en la noche y la atención pudo ser mejor.,3
80320,F,Sencilla,SALUD,,se escuchaba todo del pasillo y en recepcion se demoraron demasiado,Pues Se escuchaba todo del pasillo y en recepcion se demoraron demasiado.,2
81460,M,Cuádruple,TURISMO,la habutación estaba limpia,problemas con el agua caliente,La habutación estaba limpia. Problemas con el agua caliente.,3
79067,M,Triple,TURISMO,buen servicio de habitaciones,el desayuno no fue lo esperado,Eso si el desayuno no fue lo esperado. Buen servicio de habitaciones.,3
52996,F,Doble Twin (2 camas),OTRO,precio justo por lo que ofrece,la comida se demoro bastante,Precio justo por lo que ofrece. eso sí la comida se demoro bastante.,5
43778,M,Doble (1 cama),SALUD,,,estuvo ok,4
4883,F,Triple,DEPORTIVO,muy burna visTa desde la habitacion,la tv no funcionaba bbienn,"Muy burna vista desde la habitacion, igual la tv no funcionaba bbienn.",3
84115,M,Triple,SALUD,,demasiado ruido externo y el desayuno no fue lo esperado,La verdad Demasiado ruido externo y el desayuno no fue lo esperado.,4
36825,F,Doble Twin (2 camas),DEPORTIVO,,habia olor raro en la habitacion y los muebles estaban algo deteriorados,Habia olor raro en la habitacion y los muebles estaban algo deteriorados.,2
60054,F,Doble (1 cama),DEPORTIVO,,la cama no eea muy comoda,La cama no eea muy comoda.,4
65304,M,Sencilla,PERSONAL,me gustó el servicio,la comida llego fria,Me gustó el servicio. igusl la comida llego fria,3
30902,M,Doble Twin (2 camas),SALUD,todoestuvo bien en general,la puerta no cerraba bien,"Todoestuvo bien en general, igual la puerta no cerraba bien.",3
47636,M,Sencilla,DEPORTIVO,la ubicacion es muy buena,,La ubicacion es muy buena. Lo recomiendo.,5
73487,M,Sencilla,DEPORTIVO,las toallas y ropa de cama limpias,la tv no funcionaba bien,Las toallas y ropa de cama limpias. igual la tv no funcionaba bien.,4
50207,M,Sencilla,SALUD,habitacion espAciosa y limpiaa,,Habitacion espaciosa y lImpiaa.,5
57603,M,Doble Twin (2 camas),DEPORTIVO,,habiaolor raro en lahabitacion,La verdad Habiaolor raro en lahabitacion.,5
25345,M,Triple,PERSONAL,el parqueadero fue util,el servicio fue algo demorado,El parqueadero fue util. eso sí el servicio fue algo demorado.,3
90088,M,Sencilla,NEGOCIO,muy buena vista desde la habitacion,falta mantenimiento en algunas areas,"Muy buena vista desde la habitacion, pero la verdad falta mantenimiento en algunas areas.",4
77791,M,Sencilla,SALUD,exceleNte ubicacion cerca a todo,,Excelente ubicacion cerca a todo. Lo recomiendo.,5
87595,M,Doble Twin (2 camas),NEGOCIO,me gusto el servicio,,Me gusto el servicio. Lo recomiendo.,4
50816,M,Doble Twin (2 camas),TURISMO,la ubicación es muy buena,el desayuno no fue lo esperado,Pero la verdad el desayuno no fue lo esperado. La ubicación es muy buena.,3
12232,M,Triple,TURISMO,buenas instalaciones en general,el cuarto era muy pequeño,Eso si el cuarto era muy pequeño. Buenas instalaciones en general.,3
82083,M,Doble (1 cama),TURISMO,muy bonitaslas areas comunes,se escuchaba todo del pasillo,Muy bonitAslas areas comunes.Se escuchaba todo del pasillo.,5
39715,M,Triple,TURISMO,buena ubicacion para moverse por la ciudad,el precio era algo elevado para lo que ofrece,Aunque el precio era algo elevado para lo que ofrece. Buena ubicacion para moverse por la ciudad.,1
33302,M,Triple,TURISMO,todo estuvo bien en general,habia mucho ruido en la noche y la atencion pudo ser mejor,Todo estuvo bien en general. eso sí habia mucho ruido en la noche y la atencion pudo ser mejor.,2
94468,M,Doble (1 cama),DEPORTIVO,las camas eran comodas,,Las camas eran comodas.,4
10634,F,Triple,PERSONAL,el personal fue muy amable,en recepcion se demoraron demasiado,El personal fue muy amable. En recepcion se demoraron demasiado.,4
11752,F,Doble Twin (2 camas),TURISMO,la recepcion fue muy cordial,,La recepcion fue muy cordial. Sin quejas.,4
36123,M,Cuádruple,NEGOCIO,buena relacion calidad preccio,demasiado ruido externo y el desayuno no fue lo esperado,"Buena relacion calidad preccio, eso si demasiado ruido externo y el desayuno no fue lo esperado.",1
21214,M,Doble (1 cama),TURISMO,muy buen hotel en general,el colchon estaba algo viejo y el personal no fue muy atento,Muy buen hotel en general. El colchon estaba algo viejo y el personal no fue muy atento.,2
50807,F,Sencilla,NEGOCIO,,habia mucho ruido en la noche,Habia mucho ruido en la noche.,5
94280,M,Triple,TURISMO,,el personal no fue muy atento,El personal no fue muy atento.,4
84086,M,Sencilla,DEPORTIVO,,había mucho ruido en la noche y la atencion pudo ser mejor,Honestamente Había mucho ruido en la noche y la atencion pudo ser mejor.,2
21221,M,Triple,PERSONAL,,demasiado ruido externo,La verdad Demasiado ruido externo.,1
97948,F,Doble (1 cama),NEGOCIO,la ubicacion es muy buena,la atencion pudo ser mejor,La ubicacion es muy buena. La atencion pudo ser mejor.,2
52068,F,Doble (1 cama),SALUD,limpieza impecable,,Limpieza impecable.,2
42507,M,Sencilla,OTRO,buena relación calidad precio,falta mantenimiento en algunas areas,Igual falta mantenimiento en algunas areas. Buena relación calidad precio.,3
48277,F,Doble (1 cama),NEGOCIO,las camas eran cómodas,poca variedad enel desayuno,Las camas eran cómodas. Poca variedad enel desayuno.,5
14965,M,Triple,NEGOCIO,me parecio un hotel muy completo,el ascensor tardaba mucho,Me parecio un hotel muy completo. eso si el ascensor tardaba mucho.,4
12995,M,Sencilla,TURISMO,el personal fue amable,se escuchaba todo del pasillo y en recepción se demoraron demasiado,"El personal fue amable, pero se escuchaba todo del pasillo y en recepción se demoraron demasiado.",3
1680,M,Doble (1 cama),TURISMO,el cuaeto era amplio,,El cuaeto era amplio.,4
41405,M,Sencilla,NEGOCIO,el cuartp era amplio,,El cuartp era amplio. Lo recomiendo.,5
59292,M,Doble Twin (2 camas),SALUD,buena relacion calidad precio,el parqueadero era muy pequeño,"Buena relacion calidad precio, eso sí el parqueadero era muy pequeño.",3
48175,F,Triple,TURISMO,el personal fue muy amable,en recepcion se demoraron demasiado,Aunque igual en recepcion se demoraron demasiado. El personal fue muy amable.,3
36358,F,Doble Twin (2 camas),TURISMO,,habia mucho ruido en la noche,Pues Habia mucho ruido en la noche.,5
14399,M,Doble (1 cama),NEGOCIO,el parqueadero fue util,habia olor raro en la habitacion,Pero habia olor raro en la habitacion. El parqueadero fue util.,5
18367,M,Triple,PERSONAL,muy bien ubicado cerca al centro,,Muy bien ubicado cerca al centro. Volvería.,4
12442,M,Cuádruple,DEPORTIVO,el restaurante del hotel estuvo rico,el parqueadero era muy pequeño,"El restaurante del hotel estuvo rico, aunque igual el parqueadero era muy pequeño.",4
25561,F,Sencilla,NEGOCIO,la atencion fue excelentee,el colchon estsba algo viejo,Pero la verdad el colchon estsba algo viejo. La atencion fue excelentee.,3
57489,F,Triple,OTRO,,habia mucho ruido en la noche,La verdad Habia mucho rUido en lanoche.,2
59830,M,Doble (1 cama),DEPORTIVO,me parecio un hotel muy completo,,Me parecio un hotel muyy completo. Sin quejas.,4
74005,M,Sencilla,NEGOCIO,el personal hizo todo lo posible por ayudar,la cama no rra muy comoda,El personal hizo todo lo posible por ayudar. igual la cama no rra muy comoda.,3
73710,F,Doble Twin (2 camas),OTRO,buena experiencia en general lo recomiendo,ell parqueadero era muypequeño,"Buena experiencia en general lo recomiendo, aunque igual ell parqueadero era muypequeño.",2
68166,M,Doble (1 cama),DEPORTIVO,,poca variedad en el desayuno,Honestamente Poca variedad en el desayuno.,3
54483,M,Doble Twin (2 camas),PERSONAL,el wifi funcionaba bien,en recepcion se demoraron demasiado,"El wifi funcionaba bien, eso si en recepcion se demoraron demasiado.",4
14538,M,Triple,TURISMO,tofo estuvo buen en general,el wifi era muy lento y el desayuno no fue lo esperado,"Tofo estuvo buen en general, pero el wifi era muy lento y el desayuno no fue lo esperado.",1
4442,M,Cuádruple,TURISMO,la atencuon fue excelente,demorAdo el servicio de habitaciones,"La atencuon fue excelente, sin embargo demorAdo el servicio de habitaciones.",5
12746,F,Doble Twin (2 camas),OTRO,cumple con lo que promete,,Cumple con lo que promete.,5
47388,M,Doble Twin (2 camas),PERSONAL,el check infue rapido,había mucho ruido en la noche y la atención pudo ser mejor,"El check infue rapido, aunque había mucho ruido en la noche y la atención pudo ser mejor.",3
73642,F,Suite,SALUD,todo estuvo bien en general,el cuarto era muy pequeño,"Todo estuvo bien en general, la verdad el cuarto era muy pequeño.",4
13198,F,Doble (1 cama),TURISMO,buena relación calidad precio,el baño tenia problemas,Buena relación calidad precio. El baño tenia problemas.,3
79240,M,Doble (1 cama),PERSONAL,la ubicacion es muy buena,el deSayuno no fue lo esperado,La ubicacipn es muy buena. El desayuno no fue lo espeeado.,3
79386,F,Doble (1 cama),DEPORTIVO,cuMplr con lo que promete,el baño estaba algo descuidado,"Cumplr con lo que promete, sin embargo el baño estaba algo descuidado.",3
43523,F,Sencilla,OTRO,me gustó el servicio,,Me gustó el servicio.,5
51493,M,Triple,SALUD,,,fue una experiencia del monton.,5
2617,M,Sencilla,PERSONAL,el check in fue rapido,el parqueaderoera muy pequeñoo,"El check in fue rapidO, igual el parqueaderoera muy pequeñoo.",3
39253,M,Sencilla,PERSONAL,,el servicio fue algo demorado y demasiado ruido externo,Pues El servicio fue algo demorado y demasiado ruido externo.,2
55238,M,Sencilla,TURISMO,el parqueadero fue utiil,la comida llego fria,El parqueadero fue utiil. La comida llego fria.,5
51829,M,Doble Twin (2 camas),PERSONAL,buen servicio de habitaciones,demasiado ruido externo y el desayuno no fue lo esperado,"Buen servicio de habitaciones, pero la verdad demasiado ruido externo y el desayuno no fue lo esperado.",5
12101,F,Doble (1 cama),DEPORTIVO,la habitacionestaba limpia,,La habitacionestaba limpiia. Buen hotel.,5
96006,F,Doble (1 cama),NEGOCIO,las camas eran cómodas,el precio era algo elevafo para lo que oofrece,Eso si el precio era algo elevafo para lo que oofrece. Las camas eran cómodas.,5
74339,F,Triple,NEGOCIO,el cuarto era amplio,el colchon estaba algo viejo,El cuarto era amplio. El colchon estaba algo viejo.,3
32816,M,Doble (1 cama),NEGOCIO,buen servicio de habitaciones,el bañp estaba algo descuidado,Buen servicio de habitaciones. pero la verdad el bañp estaba algo descuidado.,4
75967,F,Triple,TURISMO,buenas instalaciones en general,demasiado ruido externo y habia humedad en el ccuarto,Buenas instalaciones en general. aunque demasiado ruido externo y habia humedad en el ccuarto.,1
69302,M,Doble (1 cama),NEGOCIO,muy buena vista desde lahabitacion,habia humedad en el cuarto,Muy buena vista desde lahabitacion. eso sí habia humedad en el cuarto.,3
23227,F,Cuádruple,DEPORTIVO,buena relacion calidad precio,se escuchaba todo del pasillo y el baño tenía problemas,Buena relacion calidad precio. aunque igual se escuchaba todo del pasillo y el baño tenía problemas.,3
90825,M,Doble (1 cama),TURISMO,la habitación estaba limpia,la comida se demoro bastantte,La habitación estaba limpia. La comida se demoro bastantte.,3
50903,M,Triple,TURISMO,,el personal no fue muy atento,Honestamente El personal no fue muy atento.,2
23216,M,Doble (1 cama),DEPORTIVO,buena relacion calidad precio,,Buena relacion calidad precio.,5
19198,F,Doble Twin (2 camas),DEPORTIVO,,los muebles estaban algo deteriorados,Honestamente Los muebles estaban algo deteriorados.,2
36247,M,Doble (1 cama),NEGOCIO,buen servicio de habitaciones,el bañotenia problemas,Buen servicio de habitaciones. pero la verdad el bañotenia problemas.,3
40469,F,Doble (1 cama),SALUD,las toallas y ropa de cama limpias,,Las toallas y ropa de cama limpias. Lo recomiendo.,4
36180,M,Doble Twin (2 camas),TURISMO,el cuarto era amplio,,El cuarto era amplio. Buen hotel.,4
65634,M,Triple,TURISMO,habitacion espaciossa y limpia,no habia agua caliente en la mañana,Aunque no habia agua caliente en la mañana. Habitacion espaciossa y limpia.,3
20127,M,Sencilla,NEGOCIO,excelente ubicacion cerca a todo,,Excelente ubicacion cerca a todo. Sin quejas.,5
9292,M,Cuádruple,DEPORTIVO,el personal super amable y atento,,El personal super amable y atento. Volvería.,1
22916,F,Sencilla,TURISMO,el personal fue amable,las instalaciones estan algo viejas,"El personal fue amable, la verdad las instalaciones estan algo viejas.",3
57973,F,Triple,SALUD,la piscina estaba muy bien,el baño tenia problemas,La piscina estaba muy bien. El baño tenia problemas.,5
37170,M,Sencilla,DEPORTIVO,,el ascensor tardaba mucho,El ascensor tardaba mucho.,2
56194,F,Triple,DEPORTIVO,buen servicio de habitaciones,poca variedad en el desayuno,Igual poca variedad en el desayuno. Buen servicio de habitaciones.,3
40289,F,Triple,PERSONAL,me gustoel servicio,el aire acondicionado hacia ruido,Me gustoel servicio. El aire acondicionado hacia ruido.,3
64469,F,Doble (1 cama),DEPORTIVO,,la puerta no cerraba bien,La verdad La puerta no cerraba bien.,3
11082,M,Sencilla,TURISMO,las toallas y ropa de cama limpias,la comida llego fria,Eso si la comida llego fria. Las toallas y ropa de cama limpias.,3
48333,F,Doble (1 cama),NEGOCIO,buena ubicacion para moverse por la ciudad,,Buena ubicacion para moverse por la ciudad. Sin quejas.,5
33990,M,Suite,SALUD,buena relación calidadprecio,se escuchaba todo del pasillo y el baño tenía problemas,Igual se escuchaba todo del pasillo y el baño tenía problemas. Buena relación calidadprecio.,3
33321,F,Suite,DEPORTIVO,muy bonitas las areas comunes,,Muy bonitas las areas comunes. Sin quejas.,4
95489,F,Sencilla,OTRO,el personal fue amable,,El personal fue amable. Volvería,4
82924,M,Sencilla,DEPORTIVO,la habitación estaba limpia,demasiado ruido externo,Aunque demasiado ruido externo. La habitación estaba limpia.,3
65985,F,Sencilla,SALUD,el restaurante del hotel estuvorico,habia olor raro en la habitacion,El restaurante del hotel estuvorico. Habia olor raro en la habitacion.,3
78831,M,Doble (1 cama),DEPORTIVO,me gusto el servicio,,Me gusto el servicio. Sin quejas.,4
81828,M,Triple,DEPORTIVO,larecepciOn fue muy cordial,demasiado ruido externo y el desayuno no fue lo esperado,Eso si demasiado ruido externo y el desayuno no fue lo esperado. Larecepcion fue muy cordial.,1
26630,F,Triple,TURISMO,el wifi funcionaba bien,,El wifi funcionaba bien. Lo recomiendo.,4
61012,M,Suite,PERSONAL,el personal hizo todo lo posible por ayudar,,El personal hizo todo lo posible por ayudar. Buen hotel.,4
15021,M,Doble (1 cama),DEPORTIVO,,el colchon estaba algo viejo,El colchon estaba algo viejo.,4
18758,F,Sencilla,NEGOCIO,cumple con lo que promete,la tv no funcionaba bien,Eso sí la tv no funcionaba bien. Cumple con lo que promete.,4
40932,M,Doble (1 cama),NEGOCIO,,no habia agua caliente en la mañana y el parqueadero era muy pequeño,No habia agua caliente en la mañana y el parqueadero era muy pequeño.,1
1887,M,Sencilla,TURISMO,el personal fue muy amablle,,El personal fue muy amablle. Sin quejas.,5
52864,F,Sencilla,SALUD,todo estuvo bien en general,demorado el servicio de habitaciones,"Todo estuvo bien en general, la verdad demorado el servicio de habitaciones.",3
44544,M,Triple,NEGOCIO,,se escuchaba todo del pasillo y en recepción se demoraron demasiado y habia mucho ruido en la noche,Pues Se escuchaba todo del pasillo y en recepción se demoraron demasiado y habia mucho ruido en la noche.,1
82289,F,Triple,NEGOCIO,la habitación rstaba limpia,no pude dormir bien por el ruido,La habitación rstaba limpia. No pude dormir biEn por el ruido.,4
50792,F,Doble Twin (2 camas),OTRO,las toallas y ropa de cama limpias,el parqueadero era muy pequeño,"Las toallas y ropa de cama limpias, sin embargo el parqueadero era muy pequeño.",3
44193,M,Doble Twin (2 camas),PERSONAL,limpiezs impecable,el cuarto era muy pequeño,Aunque igual el cuarto era muy pequeño. Limpiezs impecable.,3
58700,F,Doble Twin (2 camas),DEPORTIVO,el personal fue amable,el precio era algo elevado para lo que ofrece,"El personal fue amable, eso si el precio era algo elevado para lo que ofrece.",3
44874,F,Triple,TURISMO,la habitacIon estaba limpIa,demasiado ruido externo,"La habitacion estaba limpia, eso sí demasiado ruido externo.",4
57441,F,Doble (1 cama),TURISMO,,la comida se demoro bastante,La verdad La comida se demoro bastante.,3
86332,F,Sencilla,OTRO,muy bien ubicado cerca al centro,no pude dormir bien por el ruido y la comida se demoró bastante,Pero no pude dormir bien por el ruido y la comida se demoró bastante. Muy bien ubicado cerca al centro.,4
78908,F,Doble (1 cama),OTRO,muy bonitas las areas comunes,el aire acondicionado hacia ruido,Muy bonitas las areas comunes. eso si el aire acondicionado hacia ruido.,3
18842,F,Sencilla,PERSONAL,,la comida llego fria,La comida llego fria.,2
40378,M,Sencilla,TURISMO,me gusto el servicio,poca variedad en el desayuno,Aunque poca variedad en el desayuno. Me gusto el servicio.,3
80064,F,Doble (1 cama),OTRO,excelente ubicación cerca a todo,,Excelente ubicación cerca a todo.,4
92133,F,Triple,NEGOCIO,la ubicaciión es muy buena,el ascensor tardaba mucho,Aunque el ascensor tardaba mucho. La ubicaciión es muy buena.,5
27326,M,Sencilla,SALUD,,la puerta no cerraba bien,Honestamente La puerta no cerraba bien.,3
63784,M,Doble (1 cama),OTRO,,la comida se demorobastante,La verdaD La comida se demorobastante.,3
24283,F,Doble (1 cama),OTRO,la ubicación es muy buEna,,La ubicación es muy buena. Buen hotel.,3
53198,M,Doble (1 cama),NEGOCIO,,,cumple pero nada del otro mundo.,4
42830,F,Suite,NEGOCIO,el personal super amable y atento,,El personal super amable y atento. Sin quejas.,4
39200,F,Doble Twin (2 camas),SALUD,la habitacion estaba limpia,habia mucho ruido en la noche,La habitacion estaba limpia. Habia mucho ruido en la noche.,3
97321,F,Doble (1 cama),SALUD,cumple con lo que promete,se escuchaba todo del pasillo,"Cumple con lo que promete, aunque igual se escuchaba todo del pasillo.",3
92089,M,Doble Twin (2 camas),OTRO,buena relacion caliDad precio,,Buena relacion calidad precio.,4
83955,M,Sencilla,DEPORTIVO,el cuarto era amplIo,no habia agua caliente en la mañana,La verdad no habua agua caliente en la mañana. El cuarto era amplio,3
65357,F,Doble (1 cama),NEGOCIO,,,nada especual la verdad.,4
76481,F,Triple,OTRO,el parqueadero fue util,el servicio fue algo demorrado,El parqueadero fue util. aunque igual el servicio fue algo demorrado.,4
32775,M,Triple,OTRO,habitacion espaciosa y limpia,el desayuno no fue lo esperado,"Habitacion espaciosa y limpia, aunque el desayuno no fue lo esperado.",1
43714,M,Doble Twin (2 camas),NEGOCIO,buen servicio de habitaciones,el baño tenia problemas,Buen servicio de habitaciones. El baño tenia problemas.,4
50290,F,Cuádruple,TURISMO,,habia mucho ruido en la noche,Habia mucho ruido en la noche.,3
37739,F,Doble (1 cama),DEPORTIVO,,la limpieza podria mejorar y el cuarto era muyy pequeno,Pues La limpieza podria mejorar y el cuarto era muyy pequeno.,1
52502,M,Cuádruple,NEGOCIO,muy buena vista desde la habitacion,no pUde dormir bien por el rruido,Pero la verdad no pUde dormir bien por el rruido. Muy buena vista desde la habitacion,3
48843,F,Doble Twin (2 camas),SALUD,buenaexperiencia en general lo recomiendo,falta mantenimiento en algunas areas,Igual falta mantenimiento en algunas areas. Buenaexperiencia en general lo recomiendo.,3
15927,F,Triple,TURISMO,la habitacion estaba limpia,la cama no rra muy comoda,Aunque la cama no rra muy comoda. La habitacion estaba limpia.,3
74905,F,Doble Twin (2 camas),OTRO,todo estuvo bien en general,en recepcion se demoraron demasiado,Todo estuvo bien en general. En recepcion se demoraron demasiado.,3
27188,F,Doble Twin (2 camas),OTRO,el restaurante del hotel estuvo rico,,El restaurante del hoteL estuvo rico. Sin quejas.,4
78624,M,Doble Twin (2 camas),OTRO,el check in fue rapido,,El check in fue rapido.,4
72516,M,Doble (1 cama),TURISMO,,el colchon estaba algo viejo,El colchon estaba algo viejo.,5
24583,F,Sencilla,TURISMO,las camas eran comodass,no pude dormir bien por el ruido y la comida se demoró bastante,Las camas eran comodass. No pude dormir bien por el ruido y la comida se demoró bastante.,3
4527,M,Doble Twin (2 camas),NEGOCIO,,problemas con el agua caliente,Pues Problemas con el agua caliente.,4
96317,F,Sencilla,DEPORTIVO,,,esperaba mas la verdad.,3
61505,M,Doble Twin (2 camas),TURISMO,cumple con lo que promete,la pUerta no cerraba bien,Cumple con lo que promete. La puerta no cerraba bien.,3
93847,F,Triple,TURISMO,,,fue una experiencIa del monton.,4
28479,M,Sencilla,TURISMO,,,esperaba mas la verdad.,4
58469,M,Doble (1 cama),DEPORTIVO,precio justopor lo que ofrece,elcuarto era muy pequeño,Precio justopor lo que ofrece. pero la verdAd elcuarto era muy pequeño.,4
39185,F,Doble (1 cama),TURISMO,la ubicaciones muy bUena,el ascensor tardabamucho,Pero la verdad el ascensor tardabamucho. La ubicaciones muy buena.,3
91811,M,Sencilla,PERSONAL,buena experiencia en general lo recomiendo,las instalaciones estan algo viejas,Aunque las instalaciones estan algo viejas. Buena experiencia en general lo recomiendo.,3
10064,F,Doble (1 cama),PERSONAL,habitacion espaciosa y limpia,los muebles estaban algo deteriorados,Eso sí los muebles estaban algo deteriorados. Habitacion espaciosa y limpia.,4
54627,F,Triple,NEGOCIO,buenas instalaciones en general,,Buenas instalaciones en general. Lo recomiendo.,5
89208,M,Doble (1 cama),PERSONAL,el personal fue muy amable,habia mucho ruido en la noche,Pero habia mucho ruido en la noche. El personal fue muy amable.,4
19242,F,Doble (1 cama),TURISMO,la habitación estaba limpia,,La habitación estaba limpia.,3
84012,F,Triple,SALUD,me gusto el servicio,habia olor raro en la habitacion,Eso si habia olor raro en la habitacion. Me gusto el servicio,3
40692,F,Cuádruple,SALUD,la ubicacion es muy bUena,,La ubicacion es muy buena. Buen hotel.,4
32722,M,Triple,SALUD,,no habia agua caliente en la mañana,La verdad No habia agua caliente en la mañana,2
34119,F,Doble Twin (2 camas),DEPORTIVO,buena ubicacionpara moverse por la ciudad,el desayuno no fue lo esperado,Buena ubicacionpara moverse por la ciudad. eso sí el desayuno no fue lo esperado.,3
87332,F,Cuádruple,NEGOCIO,la piscina estaba muy bien,habia humedad en el cuarto,La piscina estaba muy bien. la verdad habia humedad en el cuarto.,3
21203,F,Triple,NEGOCIO,el personal fue muy amable,,El personal fue muy amable. Buen hotel.,3
94747,M,Doble (1 cama),TURISMO,el cplchon era comodisimo,se escuchaba todo del pasillo y el baño tenía peoblemas,El cplchon era comodisimo. Se escuchaba todo del pasillo y el baño tenía peoblemas.,3
56460,F,Doble Twin (2 camas),OTRO,muy buena vista desde la habitacion,la atencionn pudo sermejor,Muy buena vista desde la habitacion. La atencionn pudo sermejor.,4
50412,F,Doble (1 cama),SALUD,buena ubicacion para moverse por la ciudad,demorado el servicio de habitaciones,Buena ubicacion para moverse por la ciudad. Demorado el servicio de habitaciones.,3
10694,F,Sencilla,PERSONAL,,se escuchaba todo del pasillo y en recepcion se demoraron demasiado,La verdad Se escuchaba todo del pasillo y en recepcion se demoraron demasiado.,4
59860,M,Triple,SALUD,bueNa ubicacion para moverse por la ciudad,,Buena ubicacion para moverse por la ciudad. Buen hotel.,5
79372,F,Doble Twin (2 camas),OTRO,,no pude doemir bien por el ruido y la comida se demoró bastante,Pues No pude doemir bien por el ruido y la comida se demoró bastante.,2
63814,M,Cuádruple,SALUD,el wifi funcionaba bien,poca variedad en el desayuno,El wifi funcionaba bien. Poca variedad en el desayuno.,3
77315,F,Doble Twin (2 camas),PERSONAL,buena relacion calidad precio,,Buena relacion calidad precio. Lo recomiendo.,4
53534,M,Doble Twin (2 camas),DEPORTIVO,todo estuvo bien en general,,TodO estuvo bien en geneeral.,4
71040,F,Triple,TURISMO,amBiente tranquilo y agradable,se escuchaba todo del pasillo y el baño tenía problemas,"Ambiente tranquilo y agradable, sin embargo se escuchaba todo del pasillo y el baño tenía problemas.",3
67402,F,Doble Twin (2 camas),NEGOCIO,muy bonitas las arras comunes,,Muy bonitas las arras comunes. Buen hotel.,4
91663,F,Doble (1 cama),NEGOCIO,,el desayuno no fue loesperado y el servicio fue algo demorado,El desayuno no fue loesperado y el servicio fue algo demorado.,1
55827,M,Doble (1 cama),DEPORTIVO,las camas eran comodas,había mucho ruido en la nochE y la atenciónn pudo ser mejor,"Las camas eran comodas, pero había mucho ruido en la nochE y la atenciónn pudo ser mejor.",5
72256,M,Doble Twin (2 camas),OTRO,buen servicio de habitaciones,no pude dormir bien por el ruido,Buen servicio de habitaciones. eso si no pude dormir bien por el ruido.,3
5818,F,Doble Twin (2 camas),PERSONAL,burna relacion callidad precio,,Burna relacion callidad precio. Buen hotel.,5
48124,M,Sencilla,TURISMO,,,nada especial la verdad.,3
92964,F,Doble (1 cama),TURISMO,muy bien ubicado cerca al cenntro,,Muy bien ubicado cerca al cenntro. Sin quejas.,5
71373,M,Triple,SALUD,el eestaurante del hotel estuvo rico,el wifiera muy lento,El eestaurante del hotel estuvo rico. El wifiera muy lento.,3
78833,M,Triple,SALUD,la recepcion fue muy cordial,,La recepcion fue muy cordial. Lo recomiendo.,4
84647,M,Doble (1 cama),SALUD,el check in fue rapido,,El chEck in fue rapido.,4
12138,M,Triple,SALUD,muy buen hotel en general,,Muy buen hotel en general. Volvería.,4
15335,M,Triple,PERSONAL,muy bien ubicado cerca al centro,habia mucho ruido en la noche,Eso sí habia mucho ruido en la noche. Muy bien ubicado cerca al centro.,5
33536,M,Doble Twin (2 camas),SALUD,las camas eRan cómodas,no habia agua caliente en la mañana,"Las camas eran cómodas, eso si no habia agua caliente en la mañana.",3
87193,M,Doble Twin (2 camas),OTRO,todo estuvo bien en general,la cama np era muy comoda,Todo estuvo bien en general. La cama np era muy comoda.,4
88122,F,Triple,PERSONAL,buena ubicacion para moverse por la ciudad,no pude dormir bien por el ruido,Buena ubicacion para moverse por la ciudad. la verdad no pude dormir bien por el ruido.,4
47531,F,Triple,NEGOCIO,,la comida llego fria,La verdad La comida llego fria.,1
22802,F,Cuádruple,DEPORTIVO,muy buen hotel en general,,Muy buen hotel en general. Volvería.,4
85803,F,Triple,NEGOCIO,buEna relación calidad preccio,se escuchaba todo del pasillo,"Buena relación calidad preccio, aunque se escuchaba todo del pasillo.",4
81304,M,Doble Twin (2 camas),TURISMO,buena relacion calidadprecio,poca variedad en el desayuno,Buena relacion calidadprecio. Poca variedad en el desayuno.,4
6806,M,Doble Twin (2 camas),DEPORTIVO,,,esperaba mas la verdad.,4
74822,F,Sencilla,TURISMO,buenas instalaciones en general,demasiado ruido externo,Eso si drmasiado ruido externo. Buenas instalaciones en general.,4
85545,M,Sencilla,TURISMO,todo estuvo bien en general,,Todo estuvo bien en general,4
89797,M,Doble Twin (2 camas),NEGOCIO,laatencion fue excelente,el desayuno no fue lo esperado,"Laatencion fue excelente, eso si el desayuno no fue lo esperado.",3
85769,F,Doble Twin (2 camas),SALUD,,el parqueadero era muy pequeño,Honestamente El parqueadero era muy pequeño.,4
53378,M,Sencilla,TURISMO,excelente ubicación cerca a todo,la tv no funcionaba bien,Excelente ubicación cerca a todo. aunque igual la tv no funcionaba bien.,3
99655,M,Triple,SALUD,el colchon era comodisimo,,El colchon era comodisimo. Lo recomiendo.,4
